"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DHPS",1089.28710789251,-0.282226069548397,0.132124378685964,-2.13606355129357,0.032674234155309,0.458962937582194
"CCNL2",21682.0731233783,-0.401451726424831,0.187947416945135,-2.13597895065523,0.0326811295728615,0.458962937582194
"TOMM20",3569.88213258577,-0.373871713412291,0.175089450723482,-2.13531832938778,0.0327350167129906,0.459031888089098
"DHX15",3119.71407005535,-0.196530442683173,0.0920661239493594,-2.13466619699634,0.0327882860206558,0.459031888089098
"LZTR1",1000.73289470511,-0.335412553479618,0.157180216639349,-2.13393619534972,0.0328480040944435,0.459031888089098
"NHSL2",753.925928988635,0.530143979482191,0.248475086827963,2.13359007637352,0.032876351022965,0.459031888089098
"NAE1",606.324021379807,-0.454050549740465,0.213018413972722,-2.13150845165248,0.0330472769162286,0.459868722755431
"NSUN3",132.955015871411,-1.04151235384483,0.488672005078826,-2.13131168354289,0.0330634731728322,0.459868722755431
"VAMP7",862.610645442067,-0.552477027258774,0.259242604031884,-2.13111972594915,0.0330792800157825,0.459868722755431
"SOX4",337.978845833,0.637139810558366,0.299152105316045,2.12981890896355,0.0331865669568199,0.460696399999134
"IL16",414.053847685448,0.662686116172537,0.311272879285904,2.12895552510972,0.0332579402089652,0.46076302180534
"ZHX2",180.235971201674,0.651871074683748,0.306291400007028,2.1282709036845,0.0333146290639127,0.46076302180534
"ST8SIA1",230.185457303126,0.671852164203491,0.315794662148796,2.12749689824373,0.0333788187593373,0.46076302180534
"HNRNPC",2601.91036518551,-0.389890650255081,0.183266329482947,-2.12745380646345,0.033382395547464,0.46076302180534
"MPP1",202.216904428337,0.508678130375913,0.239233815802115,2.12628021950154,0.0334799340620492,0.461428569370148
"LOC140680875",592.470298890448,-0.831022048083136,0.391112461116587,-2.12476494794017,0.0336062310028354,0.461428569370148
"MAPKBP1",307.854060814437,0.470074031074794,0.221328890262292,2.12387108848609,0.0336809245567661,0.461428569370148
"CAVIN1",2871.95344844002,0.600108454502497,0.282691664837312,2.12283745559975,0.0337674749712923,0.461428569370148
"TMEM53",551.010975679374,0.371674052107071,0.175184622204124,2.12161345802372,0.0338702113116531,0.461428569370148
"PIK3CG",449.488546628189,0.636023244066539,0.299826294175061,2.12130575744361,0.0338960801837191,0.461428569370148
"VANGL1",492.744292071473,0.429774538591476,0.202643675203132,2.12083865021036,0.0339353829099054,0.461428569370148
"PEX19",717.364867729798,0.387922310492228,0.182944728939328,2.12043447625583,0.0339694218212076,0.461428569370148
"GNL3L",1334.56884210945,-0.685760983809147,0.32343594048156,-2.12023741946589,0.0339860282242781,0.461428569370148
"RSPRY1",3262.51863080188,0.253717454185425,0.119698283513054,2.11964154154103,0.0340362863791898,0.461428569370148
"LOC140682074",475.523116717498,-0.604897563252105,0.285566681304659,-2.11823578468094,0.0341551039778569,0.461428569370148
"NAGLU",1108.84080766566,-0.489885182780218,0.231367777404178,-2.11734403241656,0.0342306604292883,0.461428569370148
"ARL3",160.949234679948,-1.00532526697669,0.474941636073773,-2.1167343324276,0.0342824013135001,0.461428569370148
"ENTPD6",116.927555978858,0.555155331388453,0.262305432453058,2.11644618335461,0.0343068777152688,0.461428569370148
"PREX1",791.521844019946,0.691123505368352,0.326707398327917,2.11542043095905,0.0343941299860044,0.461428569370148
"LOC115498404",235.369401315591,-1.20476932991156,0.569629841497341,-2.11500388874409,0.0344296158792733,0.461428569370148
"SLC39A1",362.574428162822,-0.638979565937997,0.302143602101298,-2.11482077228884,0.0344452257567781,0.461428569370148
"AKNA",342.223906462175,0.70823028008706,0.335026311167994,2.11395420741128,0.0345191786643753,0.461428569370148
"SGPL1",232.18267705492,0.533642282039958,0.252443538568531,2.1139074704227,0.034523171065157,0.461428569370148
"TRAF3",223.808178646533,0.519039438211639,0.245598300907695,2.11336738199469,0.0345693355135465,0.461428569370148
"SCAPER",134.730008776352,0.443312905717771,0.209778059400223,2.11324724323053,0.0345796116277562,0.461428569370148
"PSMG1",219.798785676985,0.560573620050514,0.265280473357929,2.11313562945193,0.0345891608922226,0.461428569370148
"LOC140682069",110.052050186909,-0.506200502061535,0.239561156642693,-2.11303246801624,0.0345979890084005,0.461428569370148
"C1QTNF2",214.214544432981,0.651730992430054,0.308473225292599,2.11276356906458,0.0346210092823576,0.461428569370148
"OSBP2",19169.3710875499,0.324955085615009,0.153810177611997,2.11270210242357,0.034626273240463,0.461428569370148
"LOC140682498",2468.41913548274,0.712639797386976,0.337839871092943,2.10940110497177,0.0349099742044939,0.463610327912525
"LRCH1",362.731645041399,0.445080474405231,0.211101245334103,2.10837446127244,0.0349986117182767,0.463610327912525
"LOC115496951",137.09067550704,-0.767996438023642,0.364380872825298,-2.1076749503036,0.0350591155146119,0.463610327912525
"ZC3H4",2355.06437257299,0.34958962552132,0.165867167001686,2.10764813700451,0.0350614364912348,0.463610327912525
"RBM6",2067.93074380236,-0.340574126828787,0.161600967478252,-2.10750054373666,0.0350742146089024,0.463610327912525
"REEP3",4488.90272789945,-0.36001380233447,0.170828844386116,-2.1074532443757,0.0350783104660182,0.463610327912525
"YTHDC1",6985.91276375585,-0.239249460926606,0.113617824857682,-2.10573878901739,0.0352270484726422,0.463910946925909
"TERF2",4616.4929950032,-0.377952921730254,0.17951965318855,-2.10535679529912,0.0352602616624325,0.463910946925909
"OBSCN",394.130524858059,1.14772460649865,0.545179593590569,2.10522297604666,0.0352719031580749,0.463910946925909
"CCT5",4626.38613902397,-0.363903260737253,0.172924278925807,-2.10440814325087,0.0353428596859336,0.463910946925909
"RRM1",272.12692488817,0.453921092519165,0.215710373691885,2.10430812737608,0.0353515775650634,0.463910946925909
"SEPTIN8",290.552718118536,0.616889110745805,0.293215995507846,2.103872640636,0.0353895581402849,0.463910946925909
"NOS1AP",158.662385162417,0.736407595099483,0.350193075637281,2.10286166783672,0.0354778634655269,0.464437485366898
"CAPZB",3381.855918756,0.278000263545081,0.132305661231643,2.10119703841209,0.0356236732828097,0.465684032138531
"PRPF18",5132.35202430792,-0.378383869351841,0.180130467732424,-2.10061004179434,0.0356752118245895,0.465684032138531
"HNRNPL",2397.537808617,-0.287329066091426,0.136831878764721,-2.09986933370608,0.0357403370497245,0.465684032138531
"NFATC2",221.209544685612,0.989134317626119,0.471234704119198,2.09902689462345,0.0358145299832566,0.465684032138531
"DAZAP2",275.96695719869,-0.336961704825104,0.160560463689537,-2.09865926568735,0.0358469479122135,0.465684032138531
"LOC100224886",3822.52878467886,-0.303496029866675,0.144660904807163,-2.09798238350053,0.0359067015938469,0.465684032138531
"NPFFR2",3764.63918560805,-0.603758443591201,0.287787120031724,-2.09793420749562,0.035910957702225,0.465684032138531
"KLF12",158.648036666258,0.64767654670025,0.30880291638621,2.09737833528172,0.0359600973505955,0.465695327836974
"LOC140681652",107901.902274248,1.4125591246337,0.674316921716943,2.09480005490156,0.0361887702434234,0.467532076263707
"CASTOR1",289.01644362373,-0.483114813415001,0.230638212229997,-2.09468677693889,0.0361988454569847,0.467532076263707
"LOC140681566",1499.76666709333,-0.845165059050126,0.40372632156158,-2.09341084272409,0.0363124953461161,0.46837293462477
"ABHD18",251.11510134286,0.527234249414443,0.252069719760273,2.09162072269474,0.0364724572842262,0.469808101306027
"TALDO1",418.538162264587,0.388416353147585,0.185790192976793,2.09061816947518,0.0365623056805161,0.470337500274159
"PRKCD",182.764933982688,0.511885089810447,0.245232595438678,2.08734523603918,0.0368569384726465,0.473496328074691
"LOC140681633",3922.38912889451,0.757847326968196,0.363230330380699,2.0864098165313,0.0369415165385751,0.473516830032706
"PSMC3IP",921.48761871443,-0.572744597756651,0.274534092110062,-2.08624216160023,0.0369566928912342,0.473516830032706
"RPS5",19451.5976173983,0.345366465649264,0.165687054702678,2.08445050984229,0.0371192074627198,0.474831016808254
"DLG5",131.084223333972,0.437223676040349,0.209797489482273,2.08402720699522,0.0371576925466658,0.474831016808254
"CLOCK",2183.07347105477,0.285896616474147,0.137305117569248,2.0821992765853,0.0373242713358036,0.476328796095017
"THOC5",2976.56288987715,-0.320008414842925,0.15384338030893,-2.08009219636439,0.0375170772316771,0.478156883924995
"LOC100229165",679.39819630832,-0.973385368460189,0.468862790202722,-2.07605591401127,0.0378887799342732,0.482257188398243
"SENP2",217.62651351288,-0.482514757042511,0.232481741255466,-2.07549528163716,0.0379406557088759,0.482281220394248
"PALMD",157.04785725736,0.618004652250777,0.298110957049735,2.07306923021844,0.0381658371095949,0.484138232704364
"SERPINF1",464.985296497059,-0.503238592072864,0.242801117266497,-2.0726370526562,0.0382060700119551,0.484138232704364
"LOC101233937",1310.13896613994,-0.34792767906335,0.167915877457333,-2.07203561885776,0.0382621195675819,0.484138232704364
"TTC31",6563.16376391627,-0.476165160684882,0.229835631093518,-2.07176388804195,0.0382874659570304,0.484138232704364
"HIGD2A",4553.81604348494,-0.267631740543242,0.129232361876674,-2.07093437477094,0.0383649292540946,0.484395283460406
"LOC140680395",268.418216780049,-0.916449838273444,0.442628560054435,-2.07047154426894,0.0384082081102001,0.484395283460406
"GAK",4870.97665628616,0.378362590710045,0.182851354824078,2.06923591610283,0.0385239539070944,0.484527613987637
"RHBG",354.950553917414,-0.949913081241375,0.45919539669199,-2.06864678540874,0.0385792442127691,0.484527613987637
"LOC140681079",269.021917404009,-0.559354015588162,0.270549708813391,-2.06747225137089,0.038689676277635,0.484527613987637
"SRSF3",2651.59576251962,-0.314924626370764,0.152379318466974,-2.06671502103495,0.0387610149205512,0.484527613987637
"CAPNS1",5304.74101257537,-0.492741172351137,0.238425232115876,-2.06664860081446,0.0387672776952511,0.484527613987637
"LOC115491012",317.68044981025,1.99723184566497,0.966511859623273,2.06643283864458,0.0387876278825608,0.484527613987637
"SCAI",180.356240001757,-0.742107308906033,0.359331711112516,-2.06524302185414,0.0389000117365892,0.484527613987637
"ZNF821",1349.80614358201,-0.448931498821377,0.217384363541182,-2.06515083011631,0.0389087312199817,0.484527613987637
"NIFK",1828.53922189394,-0.298825032964309,0.144701107068864,-2.06511918960023,0.0389117241588294,0.484527613987637
"EVI2A",124.175221792654,0.677210904991714,0.327943654233048,2.06502213490146,0.0389209059743386,0.484527613987637
"KPTN",3109.56782362217,-0.476735614016508,0.230935641212542,-2.06436568869741,0.0389830571029985,0.484675947074393
"ARHGAP15",444.19639812821,0.571409033502253,0.277009098013985,2.06278074474437,0.0391334642759459,0.485170995348363
"LOC140683526",99.6287408022676,0.629118347547011,0.305015301472578,2.06257962964383,0.0391525847797942,0.485170995348363
"INPP5B",3778.62331323016,0.686465359090354,0.333027054106602,2.06129006825559,0.0392753751559317,0.485170995348363
"RSRC2",4943.19015886936,-0.284564237443199,0.138051731217172,-2.06128698955282,0.0392756686968535,0.485170995348363
"CD3E",1193.16339271442,0.73747486355817,0.357785212193373,2.06122231558186,0.0392818355093643,0.485170995348363
"AKAP13",703.276824351501,0.806222886935354,0.391223323196501,2.06077408766964,0.0393245976743802,0.485170995348363
"PRDM11",127.753890350344,-1.23670483583352,0.600381241387734,-2.05986588284301,0.0394113640762247,0.485620486088654
"DBI",272.309560183227,0.773199018065796,0.376029771837047,2.05621755503142,0.0397615508988881,0.489083177439589
"LOC140684418",314.279264712455,-0.674645069698307,0.328345338565362,-2.05468142975938,0.0399097847533189,0.489083177439589
"OTULINL",434.106377244362,-0.769011682013823,0.374301546791402,-2.05452445656708,0.0399249588083675,0.489083177439589
"ZDHHC4",270.174518747312,0.56803639244383,0.27656513757563,2.05389731122019,0.0399856316300374,0.489083177439589
"TRRAP",648.905380428703,0.440508591123413,0.214483492232622,2.0538111653164,0.0399939718738225,0.489083177439589
"ESPL1",126.519579638513,0.950764377741583,0.462955998825903,2.05368194850657,0.0400064848084504,0.489083177439589
"GDPD4",144.459880754232,1.55792008640604,0.758753900749543,2.0532613866855,0.0400472336419232,0.489083177439589
"SAMD4B",5139.46325499591,-0.261236542596518,0.127291384254744,-2.05227199095984,0.0401432364668858,0.489481042193467
"LOC140681637",6379.02745576531,0.938455009107073,0.457363389048348,2.05188047749023,0.0401812795830458,0.489481042193467
"SPC24",682.707429643908,-0.549741985241165,0.268089822023925,-2.05058879554221,0.0403070084309223,0.49012907176696
"LEMD2",2066.83164970629,-0.276705205154251,0.134963847001139,-2.05021723448589,0.0403432369129297,0.49012907176696
"CMTR2",251.601801910958,0.556634219616179,0.271594569067876,2.04950423539974,0.0404128341129934,0.49012907176696
"LOC115495652",556.729282963166,-0.544941410536684,0.265922374072185,-2.04924994535721,0.0404376804650186,0.49012907176696
"LOC100223580",196.520480984181,0.966351752298571,0.471813016538739,2.04816679155613,0.0405436591580736,0.490252761306233
"CPSF7",2370.35323733722,-0.460660854683466,0.22509370420439,-2.04652927238327,0.0407043254829421,0.490252761306233
"LOC115495379",1154.12917548152,-0.474272663326578,0.231853639635931,-2.04556919646078,0.0407987747092301,0.490252761306233
"LLGL1",1443.55132157861,-0.2570199316603,0.125671284272646,-2.04517629582499,0.0408374805524898,0.490252761306233
"SFPQ",6833.96232097642,-0.211044989541388,0.103205928983667,-2.04489210668107,0.0408654962851219,0.490252761306233
"LOC121468924",197.027056651698,1.41593515662776,0.692459719637932,2.0447906448163,0.0408755024714459,0.490252761306233
"ZNF831",448.162892282814,0.38142320404447,0.186587168569953,2.04420918634322,0.0409328860569555,0.490252761306233
"LOC100218233",239.094103924617,0.84868470819559,0.415251326175574,2.04378566592886,0.0409747258406089,0.490252761306233
"LUC7L",11433.660463212,-0.40677703751822,0.199042719943099,-2.04366699588162,0.0409864558084515,0.490252761306233
"MAPK1",2383.02308047906,-0.198099258703847,0.0969387743794274,-2.04355027151951,0.0409979962301327,0.490252761306233
"NAPG",2095.13856684411,0.429459599420807,0.210195184674072,2.04314670712712,0.0410379174577964,0.490252761306233
"GTPBP8",1023.21608981396,-0.483204969452888,0.236579509125856,-2.04246331915345,0.0411055943834814,0.490252761306233
"FLT3LG",385.081243356232,-0.701358958931074,0.343467575839651,-2.0419946692683,0.0411520601120153,0.490252761306233
"EIF4E2",926.824607452039,-0.24989478300444,0.122387369367052,-2.04183474403295,0.0411679265687759,0.490252761306233
"LOC140682028",399.880995748341,-0.568668486048753,0.278612444256223,-2.04107353340536,0.0412435186340156,0.490252761306233
"LOC100222291",3988.87192251488,-0.333267728921553,0.16332352479245,-2.04053720580098,0.0412968492504576,0.490252761306233
"CHTOP",17054.1070850926,-0.285032358564439,0.139695192777142,-2.04038773917694,0.0413117221125588,0.490252761306233
"CCDC90B",4423.56856549295,-0.229005540499767,0.112286048055512,-2.03948348406163,0.0414017979211151,0.490718115900391
"BEST1",13606.4825024241,0.477510806118515,0.234329453473108,2.03777544410701,0.0415723952114507,0.491607270327645
"PPM1A",859.967601701529,0.51706232925927,0.253882613694616,2.03661968708586,0.0416881683645645,0.491607270327645
"RCAN1",6044.35526009738,-0.390589839520531,0.191805537215245,-2.03638458613533,0.041711752002813,0.491607270327645
"CTSK",363.682496274506,-0.531819190368274,0.261177243106727,-2.03623862493622,0.0417263994636629,0.491607270327645
"PDS5B",255.322422732869,0.471664262155584,0.231640942781479,2.03618693868179,0.0417315873132609,0.491607270327645
"CNOT1",5666.50626099104,-0.447172914173593,0.219769558042155,-2.03473546635526,0.0418774975313036,0.492250678627457
"GNL2",2114.36159065986,-0.252321278100739,0.124108286186261,-2.03307358319377,0.0420450894339604,0.492250678627457
"LCK",577.368996591607,0.641026577974503,0.315320188299014,2.03293858675051,0.0420587279821735,0.492250678627457
"PAF1",6296.99599620452,-0.319373486148046,0.157111716362322,-2.03277956312008,0.0420747987739928,0.492250678627457
"ACAD11",175.505906549125,0.540046706756839,0.265704472940231,2.03250890277003,0.042102163425294,0.492250678627457
"C26H1orf162",182.969848746766,-0.551394492237403,0.27137881423047,-2.03182585862848,0.0421712883978629,0.492250678627457
"LCMT1",1151.3689112971,-0.304008164235984,0.149626457699025,-2.03178080207913,0.0421758515544314,0.492250678627457
"INPP5K",7634.52474588496,-0.238325747720641,0.117309503168548,-2.03159796336551,0.0421943730539912,0.492250678627457
"INTU",226.515386048492,-1.30793556431924,0.64412930024176,-2.03054815830972,0.0423008511897887,0.49289687473319
"TNS2",1064.6762231499,-0.40694607102267,0.200702617023834,-2.02760719843699,0.0426003537460648,0.495318550037378
"AP4B1",2893.94940536235,-0.796653652823507,0.392924224209319,-2.02749946106431,0.042611359507776,0.495318550037378
"TRAT1",132.642829312629,0.694199142388631,0.342633355613401,2.02606994040565,0.0427576179579985,0.495946583871473
"LOC121468613",1015.82787255959,-0.324113411050921,0.159979633241464,-2.02596670891052,0.0427681962874239,0.495946583871473
"MGAT4B",351.179619394175,0.503787048513826,0.248937444591561,2.02374957829428,0.0429959245654255,0.49798881177338
"GNPAT",557.245953661343,0.306134417780352,0.151339975753473,2.02282586776037,0.0430911037149143,0.498492768155267
"RAF1",2964.15999447663,-0.185055811966995,0.091513391556362,-2.02217193374394,0.0431585926901515,0.498675571586325
"TWNK",205.159303817061,0.32269433798886,0.159699238506004,2.02063792543837,0.0433172599654524,0.499100582818038
"BCAP31",1101.25209565488,-0.32064399642493,0.158702392785301,-2.02041059871549,0.0433408149580457,0.499100582818038
"LOC116806869",820.986516324017,-0.389065748580143,0.192576633152322,-2.02031649536838,0.0433505688641704,0.499100582818038
"LOC121470833",2283.44348709216,-0.586108788132528,0.290262097884334,-2.01923982636578,0.0434622987454162,0.499790534321544
"TIMM22",1056.06511322478,-0.47244686801872,0.234195233075868,-2.01732059962839,0.043662067256763,0.501490029634821
"NECAB3",498.182641734551,0.572984022488712,0.284240311474224,2.01584363427167,0.0438163291920387,0.502438849806623
"LCP1",1378.78595298402,0.592540600459953,0.293987047034536,2.01553301901204,0.0438488299686128,0.502438849806623
"LOC115493119",514.09252291383,-0.613005945402477,0.304252175297433,-2.01479560434764,0.0439260698164379,0.502726834625139
"SNX14",1615.73528203481,0.386837134981698,0.192099870689615,2.01372928359087,0.0440379637781729,0.503176459897545
"ADAMTS7",222.666765045555,-0.645020090099757,0.320392633202792,-2.01321760632209,0.044091741813353,0.503176459897545
"ZC3H11A",45930.4273660782,-0.421244633427477,0.209317082697318,-2.01247135684867,0.0441702731096061,0.503176459897545
"B3GALNT1",154.624143118743,-0.953589358745564,0.473848230542856,-2.01243625549282,0.0441739698935759,0.503176459897545
"ABCF3",4593.23731742855,-0.179558934291962,0.0892947695465001,-2.01085612521187,0.0443406558173384,0.504165986257582
"CALM2",3518.05044586887,0.347730739310704,0.172946811645464,2.01062243358116,0.0443653526464228,0.504165986257582
"LOC100229929",3035.85113176246,0.386535555467634,0.192306460175339,2.00999776666474,0.0444314252321474,0.504322812517362
"NCOR2",591.63953726936,0.588476034510723,0.292850794227208,2.00947392361912,0.0444868974161891,0.504359090800696
"ZNF516",104.895935004044,0.773695061682997,0.385207410869678,2.00851551618967,0.0445885389095013,0.50484392832104
"GP1BB",11543.3971287484,-0.308655856470652,0.153734486629715,-2.00772034458397,0.0446730174770459,0.50484392832104
"PDE7B",227.676106958185,0.656565904295772,0.327158086613173,2.0068765870736,0.0447628053853721,0.50484392832104
"INIP",444.521778547706,0.43137496321459,0.214961234365854,2.00675700661641,0.044775542768815,0.50484392832104
"GADD45A",670.469163599805,-1.00735308526179,0.502034909731333,-2.00653991532358,0.0447986745527494,0.50484392832104
"SMIM7",3250.33717533512,-0.308101971460678,0.153588934071896,-2.00601673110417,0.0448544629528775,0.50484392832104
"PMF1",600.397138103467,-0.797240113717093,0.397532267533192,-2.00547270958458,0.044912535413228,0.50484392832104
"ERAL1",4942.76305097077,-0.312136117842029,0.155668130461559,-2.00513821882835,0.0449482726396945,0.50484392832104
"IGSF9",748.382935406886,-0.573733571768973,0.286557050819515,-2.00216176893282,0.0452673359890101,0.507836346072058
"EIF1",35852.3516495694,-0.365053573812553,0.18247627044324,-2.00055367706621,0.0454405098700707,0.509187037429085
"GPSM1",423.96952180889,-0.591697216684246,0.296048750129171,-1.99864791331184,0.0456464623699701,0.510862967501934
"LOC115492525",111.667150270315,-0.717438813176834,0.359044187598572,-1.99819085771961,0.0456959723211203,0.510862967501934
"LOC100220060",185.325449037276,-0.59170893793576,0.296374074894142,-1.99649358044257,0.0458802238226557,0.51140347045786
"URI1",176.741658424901,0.482718599114011,0.24185654294056,1.99588811303173,0.0459461028726064,0.51140347045786
"KDSR",1274.62609384039,0.35673206695436,0.178777603842474,1.99539572791615,0.0459997365138123,0.51140347045786
"GAS8",181.910920775308,-0.539628106558803,0.270479100142018,-1.99508245286037,0.0460338878162069,0.51140347045786
"PPP1R3G",131.776082122547,-0.716890734523569,0.359371414536295,-1.9948462941845,0.0460596464834632,0.51140347045786
"KCNK5",496.873207581191,0.402460037299227,0.201786837041256,1.99448112275501,0.0460995009276582,0.51140347045786
"VPS4B",3680.50053046468,-0.308721598695089,0.154799201426533,-1.99433586123251,0.0461153626967598,0.51140347045786
"GNAI3",1684.02115808995,-0.201702656529823,0.101281139687628,-1.99151250817197,0.0464245714784263,0.5120574565692
"LOC140682027",690.168918229186,-0.443536646739902,0.222753558702572,-1.99115403283917,0.0464639556664712,0.5120574565692
"BRICD5",519.955091474761,-0.466890054339116,0.234511084318754,-1.99090825789926,0.0464909741817666,0.5120574565692
"CD2BP2",1304.00101149979,-0.605799780261506,0.304291709989786,-1.99085206850308,0.0464971530479833,0.5120574565692
"MUL1",1239.61318729264,-0.243364882603474,0.122245457877805,-1.99078875263193,0.0465041164052304,0.5120574565692
"HIF1AN",4574.18491672499,-0.344207460877005,0.172924246374671,-1.99051011118023,0.0465347712866363,0.5120574565692
"TIRAP",1182.1489806256,0.740031447677307,0.372047418878387,1.98907830057868,0.0466925610422987,0.5120574565692
"SIRT3",411.787670282743,-0.516145272708003,0.259495811997658,-1.98903122456813,0.0466977565937253,0.5120574565692
"LOC100222565",1141.43268456184,0.233774694771414,0.117534048581772,1.9889955088952,0.0467016986842441,0.5120574565692
"TNFRSF4",489.272592852541,-0.403463557899514,0.202868955703246,-1.98878905104482,0.0467244918029466,0.5120574565692
"LOC115491660",292.821674021564,-0.575062860116424,0.289196574114285,-1.98848434452467,0.0467581487601021,0.5120574565692
"RNF141",4777.59657737449,-0.303533749538552,0.152749625467324,-1.98713252886818,0.0469077123391194,0.513112934974857
"TPGS1",1014.70550060751,-0.367948950041774,0.185216627260261,-1.98658703316492,0.0469681793364629,0.513123825481744
"USHBP1",226.024507385154,-1.05116953198523,0.529245994696764,-1.98616435933068,0.047015076878717,0.513123825481744
"HADHA",1054.61302933466,0.409419359384984,0.206283275640236,1.98474334923314,0.0471730332123086,0.514266016307744
"RAB32",563.282829231937,0.768201074157835,0.3872822346095,1.98356910156857,0.0473038965805944,0.515110602945343
"MTPAP",376.979557669346,0.453986241597477,0.229228422640344,1.98049716683596,0.0476476913828874,0.516843629647337
"FAM193B",2789.1983805942,-0.233301030932715,0.117817712314754,-1.98018639429564,0.0476825881132222,0.516843629647337
"LOC100229431",529.025878571083,-0.776726239851109,0.39239164954622,-1.9794667922963,0.0477634748869118,0.516843629647337
"LOC121469813",213.042137676702,-0.441265759174639,0.222926979209627,-1.97941837609391,0.0477689212425426,0.516843629647337
"ARL6IP1",18230.2412917216,-0.309101697688881,0.156215306184244,-1.97869021441676,0.0478508953854831,0.516843629647337
"MYCBP2",29623.3618551841,0.268116794796128,0.13553349140457,1.97823277492199,0.0479024529197285,0.516843629647337
"WDR6",1546.03682504414,-0.339602997656358,0.171721111652636,-1.97764266948911,0.0479690320449883,0.516843629647337
"LAP3",128.448740774904,0.533038258521862,0.269537136591987,1.97760599990624,0.0479731718854436,0.516843629647337
"RNF149",123.833562277335,0.676590489968369,0.342172564286789,1.97733705324571,0.0480035440001745,0.516843629647337
"MYBPC2",137.617871670947,-0.985172199660268,0.498473801286618,-1.97637708765722,0.0481120845961023,0.516843629647337
"ATIC",191.681413538193,0.46628230953042,0.235929925141277,1.97635933318423,0.0481140939846666,0.516843629647337
"DEDD2",2282.69118664545,0.423966210040293,0.214550964185454,1.97606294453109,0.0481476486206691,0.516843629647337
"TRAPPC12",246.816735854387,0.299859941692982,0.151778325782549,1.97564401996756,0.0481951092751623,0.516843629647337
"RNASEH2B",749.515116942978,0.567221674951164,0.28718712219013,1.97509439359763,0.0482574369566226,0.516843629647337
"FBLIM1",775.25137963003,-0.457377906392403,0.231623802061211,-1.9746584864,0.0483069170069631,0.516843629647337
"GPATCH1",1236.46957260702,-0.276661225761495,0.140173364331619,-1.97370753766726,0.0484150075920446,0.516843629647337
"TBC1D5",296.741255248748,0.41568297784697,0.210643453471784,1.97339613928544,0.0484504471372341,0.516843629647337
"LOC100222166",298.951957962366,-0.760640845077695,0.385489420609516,-1.97318215341684,0.0484748130126181,0.516843629647337
"LOC140680882",1783.13265872392,-0.489318301686072,0.248097058593471,-1.9722857838789,0.0485769915701965,0.516843629647337
"NANS",309.897104287206,1.06375543694504,0.539766950646049,1.97076800584367,0.0487504178313498,0.516843629647337
"DSN1",380.538280402439,0.667191399741589,0.338645315975767,1.97017755234309,0.0488180252749463,0.516843629647337
"B3GALT2",118.522227154203,0.855166056967881,0.434298232653546,1.96907560904139,0.0489444092756992,0.516843629647337
"PPFIA4",129.80211462257,-0.906987755495176,0.460697696137607,-1.96872648398108,0.0489845083477633,0.516843629647337
"PTMA",2501.80956598533,-0.359975921992874,0.182876011515973,-1.96841520661354,0.0490202836382141,0.516843629647337
"LOC100220427",2118.55850064208,0.365656942713193,0.185767184388389,1.96836133312277,0.0490264775757185,0.516843629647337
"ZBTB43",5893.56874135154,-0.200810928751054,0.102026585136159,-1.96822160109605,0.0490425458934986,0.516843629647337
"PPAN",615.363266572323,-0.665187157839368,0.33801281458035,-1.96793473248998,0.0490755478587984,0.516843629647337
"PRPF39",7629.3802504711,-0.351963196436323,0.178859334505405,-1.967821234545,0.0490886100449238,0.516843629647337
"CMTM3",120.096815337727,0.52192747140346,0.265286159775324,1.96741312040361,0.0491356029616472,0.516843629647337
"EIF2B4",2663.22140618519,-0.22076199857093,0.112227764852753,-1.96708897179391,0.0491729544366913,0.516843629647337
"DDB2",293.028457472381,0.467146849153789,0.237513240594925,1.96682445148605,0.0492034526264481,0.516843629647337
"MRTO4",668.700256421328,-0.359940748259511,0.183029411714605,-1.96657326758369,0.0492324278702215,0.516843629647337
"LOC105759344",101.799672162212,-0.61737740956277,0.313953428985965,-1.96646175057502,0.0492452964699635,0.516843629647337
"SOCS3",2451.37456704875,1.15804102353707,0.589239100273663,1.96531598632752,0.0493776764522522,0.516843629647337
"LOC116806876",121.131327034188,-1.04871876250275,0.533636397837663,-1.96523094517586,0.0493875138776194,0.516843629647337
"MAPK15",247.959357242285,0.82123329794306,0.417941299758193,1.96494890171945,0.0494201519872608,0.516843629647337
"LOC115496993",728.220779754007,-0.482507704220855,0.245641094200178,-1.96427924974007,0.0494977167015636,0.516843629647337
"CD82",440.97156325442,0.837995266238968,0.426652978685546,1.96411441640629,0.0495168247363519,0.516843629647337
"LOC115496930",1157.46083018882,0.302867914860405,0.154287223467336,1.96301357982844,0.049644596132457,0.516843629647337
"LOC100227536",567.096036694812,0.380921926813541,0.194053836969807,1.96297034246641,0.0496496202253113,0.516843629647337
"PACS1",376.84948034606,-0.66829590692779,0.340465971763332,-1.96288605133303,0.0496594159082796,0.516843629647337
"TBC1D7",310.099691149321,0.587933206327477,0.299607432907776,1.96234519491528,0.0497223087581127,0.516940554847275
"ECHDC1",113.027179152224,0.505218755640384,0.257565587505653,1.96151496996584,0.049818980447533,0.517237050053911
"ALYREF",1037.65329315376,-0.242886021188829,0.123854156714356,-1.96106475254597,0.0498714697996821,0.517237050053911
"ELP5",648.499096496121,-0.672296546810174,0.342882433111573,-1.96072029911025,0.0499116597844311,0.517237050053911
