ZF_4625_B_BL	ZF_4719_B_BL	ZF_4720_B_BL	ZF_4737_B_BL	ZF_4738_B_BL	ZF_4739_B_BL	ZF_4745_B_BL	ZF_4761_B_BL	ZF_4768_B_BL	ZF_4774_B_BL	ZF_4775_B_BL	ZF_4784_B_BL	ZF_4785_B_BL	ZF_4798_B_BL	ZF_4802_B_BL	ZF_4810_B_BL	ZF_4817_B_BL
L3MBTL2	6.5662190103304	6.26532847182951	6.36874667784298	6.50998649782964	6.43056115347367	5.05290383322178	6.31392405329088	7.4601257594101	5.73219329459353	6.60910181065555	6.42683553264156	6.86293365843287	7.48926976220274	6.82451338221476	7.20735818020806	6.36518060734423	6.39333308092596
RBX1	10.6630526518282	11.2971089266355	10.490120651993	10.9954860309062	10.5764891699824	11.0141612099093	9.66432965955222	9.95336728483387	10.7727848667131	10.2707457038832	10.5983117599538	10.5310349943891	10.0140379864253	10.1776604679034	10.3685795524029	10.5297328918339	10.6020508555034
XPNPEP3	9.93120512479491	10.2146195903973	10.1352053776421	8.3378149318718	8.83738714477393	9.40892976048485	9.58249194889304	9.3382205516536	10.2217031388862	10.3417320955997	10.1130641558613	10.3759698401578	9.32970576866123	9.25958644070409	10.1425064571178	8.72379815895306	9.61795561600113
ST13	11.1758162075694	11.1685300510998	10.9057153980964	10.1329398289382	10.3100597633542	11.1659073735928	10.5484058083145	10.713296336628	11.2782652589304	10.676232668809	11.2679277761198	10.8560652497252	11.0194604557513	10.6481898677564	11.1478147708829	10.4619372334738	10.9596800824822
EP300	15.1097077595369	14.8245307554356	14.6159293087116	14.8789139230324	14.9071752628384	15.0426420403011	15.1374685548074	15.4223299710398	14.8738907517833	14.5123358796805	15.3205184542583	15.1674550368371	15.5391068960601	15.0271562110536	15.441814764412	15.1466863245127	15.0658262677334
LOC140682212	9.29409411747915	8.72254570624077	8.72871137873234	8.82956358833016	8.87756420618865	9.05588221008339	9.44723315552739	10.1890499940343	9.77682945254013	9.15680586458967	10.1398319514492	10.0143062601576	10.340583868951	9.82790377287633	10.2439051625712	9.96297347157395	9.84907406288434
GRAP2	8.27518994704913	10.1006899906515	8.14179488296379	9.25068314660599	9.84123725425222	9.26850382779983	9.43898922778724	10.8677190091461	10.0601755010342	9.79691715376453	9.64853967175798	10.2458226093507	10.3876083610565	11.4433788117146	10.5534286433623	10.7095908050849	10.281904472068
MRTFA	11.2331333396859	11.1733495758428	12.1483082994904	11.1837192827817	11.1436701958425	11.067438984285	11.3620399065817	12.1809407951927	11.4561826110817	11.5467491647186	11.5377246577455	11.8269409479362	11.4223983126655	11.1770375121264	11.7541654634691	11.6085621660875	11.7699818982879
SGSM3	10.4723469707287	10.7228026543707	10.5199794586531	10.4676703929988	10.6785632354747	10.2689031619194	10.2098588790197	10.4878480149719	9.36519535688631	9.80130399326156	9.95624453547769	9.48321898274461	10.7204258569892	10.4467318962702	10.7964805916559	10.8997649969439	10.2162671142485
ADSL	9.07442425505658	8.97684235166642	9.13373142227433	9.28122178042888	8.96469119333528	8.71265742969747	8.81209130188564	9.02542905226027	8.71273867863676	8.50421709030185	9.03530826373043	8.59119697657912	9.2158738790787	9.08133261079783	9.27701469039982	9.37722434892406	9.14998472247724
TNRC6B	14.9317971421334	14.3366707628249	13.7303247916708	13.8477922916855	13.8944697711784	14.3792575054752	14.4441359593203	15.5645829110309	15.3323178605666	14.31694957005	15.7007730029075	15.0557511281438	15.3708931439345	14.8066836199129	15.4139352910523	15.1516190511764	15.4645067319694
RPS19BP1	10.0103183628871	9.88764243873936	9.42502721608734	10.5814511559499	10.6988868118298	10.8350536682456	10.2911088258	9.46627352680919	9.84795720001128	9.78071697840827	9.77516303510829	8.85839840314143	8.95142892598389	9.7747432268132	9.48604708440341	10.2679120399288	10.2162671142485
ATF4	14.9156182662203	14.6426770641318	14.5603747283456	15.2440364558128	14.858863925582	14.9479099002996	14.9293144156347	14.1366348195122	14.3607516253068	14.7503468515476	14.449754427185	14.4844641612599	14.0746978378898	14.3510819462704	14.3183733106968	14.3281484673638	14.4809249561077
LOC140682214	10.7979999450952	9.51710664202496	9.28547766187617	8.84327358674643	9.08166708206093	10.2291458300428	9.4348495308897	8.98445879712366	8.72167825454799	9.03295618986087	8.98008868188032	9.65136813211427	8.59131534756451	9.25743507431465	9.50470262213095	9.3311983691557	9.0599507453499
MIEF1	13.0821222541651	13.0134656781727	12.5054490909919	12.8131528215044	12.7029018160209	12.6522539070613	12.8387569869178	12.7814488346882	13.0412491485348	12.8506839694753	13.3591850877832	12.9104321554184	12.628859262848	12.5875526027228	12.7177087033153	12.3127523354154	12.6311876113017
MIURF	7.6419231643066	7.23499742538811	6.31136099083179	6.95091731442275	6.65673227249466	6.84580058383089	7.00318462161143	7.9651777551773	8.35306970190081	7.72380682819423	8.53608840652606	8.08641629763741	7.76657454101808	6.9682444704607	7.85663529163925	6.73399896740026	7.89340063333037
MGAT3	10.817684759103	10.6276822775739	10.962735981496	10.9683730323784	10.6876313002724	10.3075941929775	10.4441413985865	10.5126391802664	11.0831041253431	11.89310641258	11.2979479284069	10.7420992091419	10.8266238276363	10.7411917651243	10.9102531933215	10.9501203374011	10.4330169848361
TAB1	10.146268268571	10.0204294944736	10.1502845524043	10.3417291493338	10.1076174832374	10.1882617544678	10.6801495917332	9.93451097149569	10.2153877544034	10.1994126649969	10.4984289292894	9.88763342196048	9.62555718784265	9.95281897316458	9.95421427234703	9.77290413416213	10.04301642517
SYNGR1	6.5969219420937	7.91868748281965	5.49319776337299	7.65757428084285	7.11674184413842	7.65978300243136	7.40133310606825	7.12967301791843	7.03774469400961	7.69266035215458	7.1605678197664	5.77749393057178	7.4169286705438	7.74631285166215	7.75263338814406	7.76231745680057	8.71463910042455
RPL3	13.8129042807992	13.6464521012276	11.9250012821918	13.7946474302857	13.8263107479611	13.6801309392217	13.3101554957984	13.7270445821649	13.5301933891151	12.9114663102738	12.9279669622172	13.1778497019413	12.9729001313182	13.7242858350653	12.8817425245191	13.0245164996922	13.4117730617653
PDGFB	7.56636469861797	8.11468364603687	9.76312754196522	6.49269210359609	6.68115195446453	7.74344338357285	7.56179274531932	7.79163433067557	6.40005157063598	7.85338521146867	7.42714572690948	8.23747994916639	7.01017662781945	6.81284054601515	7.77516024079179	7.48808124885774	9.17878929639619
CBX7	9.20223036753639	9.70570855362144	11.1200150221049	10.5722189975405	11.1041442906362	10.9194130212526	9.55795911796002	10.0834531101442	10.1654829714561	10.9088129277165	10.1608942526831	9.98940919124021	10.7648193643819	10.1196242873394	11.26734580756	10.1255085266107	11.4078678239088
CBX6	8.4784852596497	8.94498707360652	9.83275819674396	8.84327358674643	8.74774317713499	8.60742514958301	8.71983398159554	9.77971653475847	9.37372754700712	9.55167106340954	9.23720331721874	9.61502980022963	9.2416988498295	8.9935801059456	9.61340062845563	9.01624393954403	9.60916453687721
DNAL4	11.7138438680048	11.0552298573292	11.4547081010646	11.5102309106277	11.5216966470633	11.6103880711815	11.4113308746465	11.0149986311328	11.6018939682219	11.3071344230046	11.5695761132465	11.7957499980133	11.3307602376736	11.8066222030143	11.6088866969799	11.3382701842675	11.1395567074108
LOC100229115	8.63461240158068	7.95752261164558	8.85121592225727	8.71864820644692	9.09762976206034	8.8862960070595	9.19158052494727	9.36287725117293	8.97070744024095	8.24125977315857	8.98008868188032	9.61219626250459	9.35358752962267	9.13622223865353	8.64612349356516	9.53172630528099	8.57354030711295
SUN2	9.42391614301818	10.2292406077641	9.05725022349563	8.9034056056543	9.44466452079901	9.48652083213265	9.30251993859312	10.7330729855026	9.94275387816493	9.91091700688227	9.9992705430196	10.2237161405941	10.5830078383197	10.1267131612091	10.2070991631828	10.2605635688735	10.1619995575239
GTPBP1	12.8463293510103	13.0496751938705	12.2958345892519	12.0217519638672	12.7487511518689	12.8232893309118	12.7600798462505	12.8069001077023	12.7935210832726	11.9968350079411	13.5868365647799	12.3202197314285	12.9621724488048	12.3923085630889	12.7969045295392	12.4188857713411	12.9357714045609
JOSD1	14.0469406580664	14.4686962675813	13.2089883770923	13.3334887491911	13.9940752739561	13.9408352008251	13.6422736238397	14.170469972493	14.6002007604948	13.1655363006393	15.2985989944648	13.7368976448489	14.4263595203955	13.9522851108946	14.0882526748158	13.5768791704785	14.517267031756
TOMM22	11.4577942960823	10.9298284223848	10.7533470317368	11.3057141320873	11.4573196890579	11.6385840191347	11.1848070475945	10.9914726147896	11.162394569436	10.8265543311254	11.1405184699231	10.7139615740969	11.4356808957863	11.1378109690136	10.6272590333106	11.2550535412097	11.1858173117639
CSNK1E	6.3124063802102	7.0557015301143	5.80177699437437	5.15995763851921	6.07276193126089	4.93131854363078	4.38459879650702	7.5153116619668	6.97930843237251	7.21127667332882	6.77985117665619	7.12390084992776	7.01017662781945	7.2187812528447	7.47152607269294	6.52091029335662	6.40962615809811
KCNJ4	6.98132935559204	5.5611282784842	5.80177699437437	6.20481154548469	6.3414420146963	7.46542168534572	6.65018631654863	6.50965033232863	6.6263625595368	5.24878293387072	6.72433701363185	6.62504256616444	7.46555683632822	5.62663390315041	7.04072040652595	7.03896722319133	7.20035478166935
LOC140682215	10.1475650950811	9.64355640294171	9.46065492372328	9.74093668038172	9.57091416893291	10.1631633658959	9.96631702603083	10.4981581468656	10.4418957769421	10.5636788030185	10.5382098348594	9.97844890744355	10.1392255098464	10.1384510913765	10.3851499652072	10.0307763789892	10.8564865585092
DDX17	15.5213940014235	15.4260676285456	15.5484614761379	15.6553657457965	15.2407407724373	15.8858910361898	15.8798290403034	15.0657588013623	15.2246159442145	15.5022636482805	15.3040084637688	14.9629530099431	14.9989852205661	15.2903938654807	15.2485180551277	15.186249524674	15.4003169191087
KDELR3	8.12000945347426	7.53802668822598	7.27248767359783	6.96352607209831	7.72196805701311	8.4992671607856	7.79283070620985	9.11077067827841	8.59118336502908	7.54003262210341	9.0635439161189	8.6641467620174	8.98795308131995	8.49526885669631	8.91313533440671	9.13887322325598	8.93888154121917
LOC115493361	9.2680981092192	8.15422612271647	8.8275330902946	8.84668082533471	9.47466068445327	9.71093701859346	9.27035690373453	8.39847551467087	8.08861577476603	7.09221071734864	8.67433758784097	8.2521155870319	8.94286732216803	8.63439974250658	8.42890506405802	8.95686023735217	9.28416782841597
TMEM184B	13.6764933357995	13.6312695079669	12.9501028282896	13.0134537068767	13.3468813532852	13.3864816274818	12.7701780233419	13.8278145136509	13.7593673022877	13.3186150487444	13.8868839493314	13.876201112245	13.7483141345827	13.4446457585623	13.7996387682325	13.1186315473298	13.4879581556371
MAFF	9.85387020895313	9.37611273773168	9.49327527133735	9.81759703090464	9.70497402540024	9.92115614999964	8.827962497777	9.95086730395771	9.88025316141201	8.400088716222	9.72300951058314	10.3066784169548	9.828193000475	9.42590132473867	9.37613218935615	10.18364920892	8.95006425145088
PICK1	10.6225915285851	9.93705977728642	9.96733405106066	11.1843926775987	11.1142678716707	10.9819895028254	10.8745417109531	9.93830200217734	10.2326889733048	10.5402495668596	10.5730000619963	8.05754492265795	11.3159182675295	11.2323050808358	10.3796476142486	10.8036017582686	10.557962631834
POLR2F	9.09607938396767	8.65720358722296	7.89070642730586	9.62269821558467	9.11341775426831	8.78463946075242	8.05262073129584	7.67530239141183	7.61904254477488	8.41924282875679	7.59129845692198	7.67314700595604	7.70039160744548	8.5803466002878	7.55200261631196	9.10644918434303	7.77262649343428
NOL12	12.6775015597718	12.7209871231219	12.0213469294921	12.3128388034937	12.2770258433249	12.6154099762604	11.700118515613	11.448442034765	12.0788633282366	11.9306328676221	12.0371781825125	11.9402945091709	11.4280327984917	11.5822110790771	11.9272692395693	11.7556389002691	12.2884879855568
LOC100224455	7.29396215652481	7.53802668822598	8.83433937694837	6.93819738737101	7.47899120805448	6.44051928817066	8.53107501790392	7.37317490154529	5.37231947262856	8.013193065316	6.51126297263961	7.00795926303848	6.39218863906839	6.71589345536848	7.57786053833624	7.0729257898752	7.73433064599528
LOC105758586	7.61217294075303	7.74458139542623	6.93527048507251	4.19975629829882	6.97579777679368	7.214915979013	5.16204513051369	6.93090791919835	7.75587876726532	8.41543229639043	7.43581244528645	7.2532067122174	8.07416905025116	7.0500663832956	7.76956141771536	8.23188401737302	7.20968977949487
PDXP	8.41097473176707	7.56342558944857	7.94831156773871	8.11858349248837	8.80163836994957	8.27397073792376	7.69237315300214	7.67530239141183	8.57647521256967	7.21127667332882	8.20198227899111	8.21897410747581	7.6521880810266	7.81228437197408	7.59061775309969	8.63565778331719	7.32584863441139
SH3BP1	7.16671074524514	8.51256897123922	7.49497899454762	7.15158044404036	8.22799281641579	7.35153640529293	7.81210928486096	8.96476854519039	7.9124291239268	8.30443377723305	7.94094245887602	7.94043503132786	8.63448888408647	8.92203931750194	8.46745598705782	8.58164075547173	7.74720920940234
CDC42EP1	8.95210831481426	8.54692980087958	10.3451556900634	8.39943321189093	8.49918032261649	8.61237869116643	9.55605458394042	9.28562312546876	8.03941230575954	10.0278396478394	8.56402804085498	9.05692021841459	7.9022985294137	7.92501047587106	8.6793473956595	8.30989765117104	10.1619995575239
GGA1	12.1903662926928	11.6919912008644	12.2656244178365	12.3153002575473	12.4415122954366	12.1237081010543	12.6718154735052	11.9013945786528	11.7517913748775	11.9306328676221	11.8577428688048	11.9189558438521	12.1184443989156	11.9235108059339	12.1108822375996	12.1634756213831	11.9320835012576
MFNG	7.11461516859999	7.1141613867254	9.74337488774752	6.84587206181198	6.71702353566184	6.19847955080392	5.38440530075604	8.64108308171901	8.22060110211094	7.97227839061374	8.39655393576591	8.21150478899474	6.74719508590232	5.59971460382933	7.76394078200098	7.10610337781838	7.19095898788901
TRIOBP	14.1166349556575	14.0889289384909	13.9940825164901	13.8369119624215	13.831263138835	14.4125631775801	13.7643126159676	13.9760986923482	14.2253903932642	13.8555164655069	14.2714309470477	13.7160993787327	13.7963328265382	13.7927354849091	14.0667994899673	13.6918636414064	14.422222118166
MICALL1	11.1200962963136	10.460877865767	10.42284897537	10.3962251907265	10.4427365742816	10.7578011341332	10.7087186473355	10.3832633374638	10.101856373055	9.94303450269188	10.594446440777	10.3768048298647	11.228214505292	10.7108524277034	10.5395145889774	10.5719035840201	10.7644686382861
EIF3L	12.9370536513212	12.9243810197112	11.8036646031169	12.4888782108994	12.5042322617584	12.7071164540086	11.9111322410473	12.5700696426228	12.4798342491986	12.1929380599946	12.7410960493737	12.3774517153792	12.4422704860632	12.3160628391764	12.4727031661207	12.2599883610869	12.6913569210833
ANKRD54	12.8816319223905	12.8361765783707	11.7676714131216	11.7785445369145	12.0669371711944	12.4636722836428	11.6709370216057	12.6873444238968	12.5091731256064	12.0915152428407	12.5864674004902	12.5472770557813	12.2997982028973	12.2905143417848	12.6298616876125	12.2599883610869	12.9884143032497
GALR3	10.7190786993203	9.95955442173885	10.0175366950486	10.0803649520833	10.099713282552	10.8972598086924	9.91671522246242	10.5126391802664	9.63261264674561	9.04286982871635	10.2347664766948	10.2908176859687	10.4573954901231	10.1581889789519	10.1618692031999	10.7591011846755	10.3761164953011
LOC100217677	10.2022538057524	9.83994056091387	8.86457644126797	10.5732477152372	10.0860616508473	10.4178056922888	10.4369150331583	9.6639065019313	8.73498460585856	8.48979389356841	9.39885108249479	9.52900814147559	9.95423719383656	10.0417596109638	9.50806877174679	10.1105997285842	9.55891931270642
GCAT	13.7761713875238	13.6529983591117	13.7026947803911	13.6028356620181	13.62487994272	13.8449232413893	13.6849462654142	13.0525750209719	13.376825080382	12.6900347738604	13.487561114015	13.0520280684138	12.8673324040738	13.1907322192977	13.0920552636605	13.2450236357449	13.4797828941861
H1-0	18.5669419906209	18.4807162680098	17.745785572698	18.5563508548515	18.5448775165258	18.4516089926672	17.7821028689836	17.7984673010515	18.6103450452017	18.537559695725	18.4023842250972	18.0392941738262	18.3454253918445	18.1970691146077	18.0369086023321	17.9349711724546	18.4633131369807
CYTH4	6.45330123583399	7.15928142074829	8.86124789321163	5.81727074995607	7.06200523057294	6.72293703434385	7.52331975372269	6.65188358366144	6.7711750999369	7.71142881116487	6.93462317225221	6.08600591881272	6.83618111539334	6.67779018601573	7.31120630452827	6.64649882483077	7.10352409947561
SSTR3	7.38473834943164	6.85091802421893	11.1095324622371	9.06131212529606	8.84010070645778	7.06399149334384	10.53975829215	8.68386305077635	5.27850418332861	9.39795180011932	7.22198391053011	7.29621127311348	7.50486457817851	7.72155502975845	8.65222139068375	7.96880734792964	9.09563460967849
RAC2	11.8606295716269	12.0693683504887	13.0981263619535	11.2674561079723	11.6474683271106	11.4320626762708	11.5843540258089	11.8412483134804	11.2210989173051	12.1101993934506	11.3226909091286	11.8905890373651	11.077973428581	11.2802450189561	11.7474167128882	11.3801243029958	12.0360992724105
MPST	10.9115077447181	10.8129202596729	10.0249930322764	10.7410091806863	10.2150022519243	9.95859270053919	10.039025951216	9.5462863083244	9.99346122407284	11.2142343364456	10.3085830214095	10.1007397404033	9.43927299048412	10.1489341900864	10.0051305645094	9.94780236406542	9.71456132213746
LOC116806607	7.72766101412884	8.4042851991615	8.0801392741585	7.56131658434056	7.70420511500628	7.27862403291029	7.92266500679688	7.66313615544841	8.39278978620884	8.37283841139229	8.36513749624983	8.46495948365845	7.63811455644216	7.48462161225597	7.53889775500269	7.48808124885774	7.87591655841405
CSF2RB	9.76710048171983	8.97052731783067	10.5564543849045	9.43173316068908	9.51427583051058	9.44269530765103	10.1742957048882	9.68511930776909	10.2404850942537	10.6545750814454	10.2084543842313	10.4500414212443	10.032985043244	9.44493213445483	10.3685795524029	10.3715987174733	10.7934717016836
IFT27	6.04930248438907	6.45820872608708	7.00931479691436	7.01288720186075	7.05267709882782	6.22459454086792	7.21111742910324	6.68835861995735	7.09390585291672	7.49018316765815	7.0177888438549	6.85336666992085	7.17520729819332	6.37851170785997	6.58539196286513	6.41898005846113	6.37685389404781
EIF3D	12.5081370221614	12.2467471296675	11.2273314938061	12.34119708408	12.5667981868227	12.6992808196122	11.860333286093	12.2222110423429	12.638121415904	11.984028349105	12.2440815656881	12.6426989962625	12.371729594334	12.4035394382488	12.1952621823514	12.1697005585601	12.3035517223248
TXN2	10.0730855893966	10.3411622241616	9.82765089007429	10.9565953569972	10.9512730910649	11.1583064252711	10.3450473961722	10.1525286095681	10.3669529709748	9.79984319505858	10.228545080952	9.92350594062277	10.2170291978964	10.4476757010032	9.89887296291092	10.904487515853	10.328708777647
MYH9	12.7978051082525	12.7020535624158	14.3635077488809	12.6895783644829	12.462796728346	12.4694851355266	13.305345095707	13.7794103615355	12.615517347704	13.6694743327057	12.7465488596414	13.4379807019796	12.6183685516323	12.5746503736146	13.2693883704828	12.8210093391235	13.8670954184244
HMOX1	8.44090003361981	7.7070889301883	7.94202341242104	6.79033464845591	6.70516516881077	7.44335249440928	8.96345410227595	7.77477136976136	7.21280372764288	8.43061440784216	6.46120163630519	7.59493295284485	7.47350453023153	7.13688869293012	7.95364133739028	7.69848912568632	8.07291789012805
TOM1	9.31502058971718	9.47757279084384	9.46723826568824	9.14947852278332	8.99178896240765	9.73838527470078	9.02533287004721	9.06295462088275	9.67004074940804	9.35483084751231	9.30972015285692	9.1652785806541	8.2324179987195	8.82659094201407	9.05336504594629	9.25189067567426	9.52192735563566
HMGXB4	8.76538036751478	8.66895170167432	9.67677123911688	9.65025691572975	9.4122090532467	9.05588221008339	9.81048553533706	8.23959221558743	8.28835528047	9.64737029225193	8.27141219620102	8.72311707479403	8.79531759004755	8.85816762391104	8.39657872442488	8.84010882827721	8.75982307741337
LOC116807704	9.1795887858811	8.89250877696049	8.23732649019296	6.84587206181198	7.37804271974701	8.19031111128823	8.29112817905232	7.69336151110711	7.9045997281673	7.40819294527896	7.39194864013247	9.48940882508325	7.49708824161376	8.16885602779034	8.49485981893519	8.17569279038697	7.22818049914556
LOC100225408	4.67012358690066	5.1338093657763	3.79600900191559	7.70339717404682	8.57932075130832	7.6787979502316	8.34506603922104	8.99905210903374	8.14286725695798	8.20198341093915	7.59903558593552	5.41087039204004	8.91395603181464	9.87497119038544	8.53501361679636	9.64329145677406	7.8522698886911
RTCB	8.23183085862469	9.04754538309804	8.57870832528278	9.13003567797348	9.02317091422665	8.87397382208232	8.45952286791368	8.59379444045906	7.9045997281673	9.13147891797389	7.75260864099219	8.10669060112968	8.53166427214293	8.88070601528668	8.49146267169954	8.66934459560939	9.33836624506968
PWP1	7.176907865738	7.48584674020841	7.38801814549818	7.440243701829	7.26949562389079	7.22788464180092	7.23035292543168	7.00989010345844	7.58024945713742	7.47561826952541	6.6517984909428	7.61205375455554	7.9022985294137	8.02956339974045	7.38629378833675	7.92609527851064	7.29986083182285
SYN3	9.96543326836958	10.3423854599869	10.2272868472852	9.72065359650433	9.85873836887069	10.2031138420697	10.2749892329213	10.5740338926022	10.1654829714561	9.37066071783169	10.5077069794226	10.0024525578602	9.75834779655644	9.83080047587	10.0415915633214	10.2981340505449	10.0816607157973
TIMP3	12.0690042862588	12.064187990244	13.6619064356731	12.3960035762778	12.1038165627758	12.5161550547407	13.1932534032865	13.0314344580424	12.2885419163811	13.3320684961957	12.5230662281815	12.6867969796769	11.9470940710763	11.8632468311537	12.2056653180579	12.7363532735807	13.6998646767192
FBXO7	14.1710521410425	14.0051957304848	12.804762933936	13.4623434009298	13.8541801039208	14.2086256098144	13.0894336592943	14.4318339664301	14.2479005795003	13.4703744771214	14.2447064878506	14.0192948486791	14.2823670533966	13.9419402332015	13.9027400841918	13.6769903151758	14.257589018547
CRY1	10.6828654869238	10.962812018929	11.5294833726397	11.5557001830372	11.640869431725	11.8234883752588	12.1375099257486	11.5711209973557	11.604916881462	11.4803627641805	11.3429907619258	11.0178970753093	11.3616006662745	11.5171642123857	11.2797075518527	11.6800775116599	11.9018076976766
MTERF2	7.89142141814731	7.97655506518177	10.1879714565615	8.60655160627934	8.47144607994044	8.29876573244018	10.132731326722	9.24538724530029	7.86480243403304	9.80130399326156	8.06344414676561	8.29161444989248	7.84218359754054	8.52418916385228	8.77186350454206	8.79673708867217	9.3594880693052
TMEM263	7.9872446781381	7.85154480346443	9.13923862449944	7.38507431251926	7.80764320184481	7.39817474728584	8.78632852984011	8.41670701975862	7.71169321270837	8.86430749364597	7.8466003985826	8.39414602308323	7.54312968423256	7.77667436920784	7.51232541548223	8.02771118036243	9.1976777235748
RIC8B	6.5506189879793	7.36586729727157	7.48636231108081	7.649793608523	7.66188743087773	6.72293703434385	6.96923878989068	6.87925404739002	6.6263625595368	7.5470154195406	6.60645755760904	7.14757801666362	6.94307501878344	6.87028259729921	6.75364670888742	7.60100193999103	7.45705774742985
CKAP4	12.459366504902	12.7647547606678	12.2472536797747	11.5901567473532	11.3590509608191	10.9144079872881	11.3053474911232	10.8822241109486	11.1148362292754	12.6319056839083	11.3250254013284	12.5947006039978	11.3459923145766	11.174189256539	12.4318592182879	10.8303197488274	11.2369316509652
TCP11L2	14.1551832006395	14.4106218231361	14.6956494301702	14.5712016397037	14.2234433354278	14.299537255594	14.3994280619739	13.7359657767125	14.0080921184755	14.7371463578068	14.1870003145273	14.0811178361401	13.9797151357337	13.9684868906721	14.0717129960522	13.9714031834868	14.0365794566301
POLR3B	9.33108943850455	9.32752509799023	9.01294073091931	10.2572002775115	9.83716820671703	9.95079164653127	10.0647044381091	10.0024781473622	9.28604614984284	9.76433282166615	9.39218698612119	9.23692851002542	9.84972560672659	9.78374046646858	9.80620615398627	9.70775277853472	10.0573064721667
NUAK1	8.94913663333254	9.02639150890376	9.6786634698623	8.96427151382793	8.98934645326554	9.03758505064947	9.16433595229451	10.4153517446177	9.72219747681104	9.53946850808731	9.70519744983209	9.74358879006717	9.73208713355259	9.55412842912248	9.81302626804308	9.19391880528497	9.75815803373664
LOC105758585	5.67066577072278	5.7791488227257	8.78249186612584	5.57586250359138	5.81032249377076	6.39525132454551	6.18183025957783	7.61972773288809	5.65962043597912	6.54078443116976	4.95759014269496	6.99930997794087	7.70039160744548	8.05950678950398	7.19069663962257	7.83667949531184	6.79169479051073
APPL2	7.10396644849236	7.98284382641913	9.18522000729156	6.93819738737101	7.50658215704058	7.33963737573253	7.16187580422585	8.06102055739383	7.69363297907657	7.72995623788464	7.27123942810287	7.17087286545737	7.97688066943546	7.99898533355966	7.51232541548223	8.15470454609215	7.57732222745728
WASHC4	7.55858656056154	8.03824212796903	9.05433822216053	7.08389983795423	7.32478980452193	7.17529550002366	7.2014026428601	7.5153116619668	8.21428088104275	8.50421709030185	7.80706559244951	8.36750883755423	7.82985407016587	7.19199693171963	7.56498950910826	7.73429734323881	8.31703304545266
NFYB	7.49480403006891	7.45903154142131	8.31237151018868	8.44959187290147	7.96011136649816	8.10149993117254	7.74012501214099	7.56846413966579	8.03941230575954	8.70486438074182	7.89139540925038	7.83744188784807	7.5279452135892	8.21836150366832	7.74123666990251	8.23688542962481	8.37626400520581
HCFC2	7.24633823171669	7.31692743947992	8.21141820099784	7.30807165742118	7.65573943021716	6.74114267449899	7.25873367818753	7.94522074383225	7.2869520925048	8.50421709030185	7.00619754761818	7.46275854788666	7.10531698898926	7.43978942223197	7.25621847127715	7.35640343392714	7.62694142413661
TDG	10.9469458120553	10.4010879608472	11.0168405972114	11.0039030858198	10.7085710590988	11.5612809254313	10.8889877470089	10.6691134332847	10.8993219015388	11.1949142654955	10.6165319129684	10.8821748695134	11.1967538567696	11.5212046295189	11.1189346074213	11.351588580148	11.3869332844267
HSP90B1	11.0593843491261	11.1829405917129	11.0025595782012	10.5080381782734	10.415704869168	10.5002878592365	11.1231118852746	11.2553009639972	10.9353117050524	11.4939770170218	10.4702313091484	11.699250456366	10.9634203522002	11.2185471773992	10.8358568149298	11.1621478175638	11.1087029702514
NT5DC3	9.64386588990854	9.33737441640381	11.5559753057966	9.95968318301149	9.50404585719605	9.26536238000943	10.7609103355019	10.0168912232641	9.61592748248848	11.0714081700633	9.6184025498986	10.9130103211483	8.38347270974438	9.11973666991724	10.0703388214617	9.12004786893498	10.9904708248282
WASHC3	11.9368626324972	12.5058616180774	11.0566735381375	11.5572607415844	11.9637184318147	12.90453828742	11.0866355780298	11.856688531109	11.8313787592282	11.5336261387037	11.9630457832597	12.2569996646094	12.2874530705519	12.0732021971512	12.0028847573579	11.9247913329737	12.4219800811049
GNPTAB	8.99596427359301	9.35445056197961	9.18255540988851	9.03467267102286	9.21934544993861	8.85320004435328	8.68191200904969	9.43620395286102	8.93656073670565	9.31652378842659	8.83693453916298	9.4471026084924	9.01815192893294	9.06911862383928	9.31786610560837	8.81691695469226	8.69483276983651
CHPT1	6.25580895411413	5.749948689036	6.98505316814182	5.32539202588475	5.97738805518798	5.45703498166802	4.63607564768618	6.9001380435311	7.46785462282328	6.79655396155702	6.95887799125121	7.025103807293	7.14566790022931	6.6518171821965	6.08807986012279	7.67656966798477	6.7666141577325
PARP12	12.5415678389987	12.5927157108416	12.1273316824626	12.9323943720046	12.6406435257746	12.7223748464874	13.4506861538309	12.4319177458293	11.1317024833764	13.1014646580741	10.9142511027361	12.295483957734	13.1645806943569	12.4954004520617	13.2915326743122	12.0079644756916	12.7541099784279
TBXAS1	9.47646144497251	9.59306562503939	11.2363526726685	9.3012275509603	9.37152336632414	9.14745775874445	10.2703503591278	10.7147706068664	9.24633085444194	10.3527328169134	9.74409769714937	10.1188201230047	8.92848409776461	9.3061225506907	9.96650119164557	9.98543513232648	11.0285521330592
HIPK2	8.04405523526091	7.93174902435148	8.8478563699037	7.20565236719142	7.5403449757554	7.51916137740455	7.34067237747349	8.79953360971856	8.28232562460517	8.73575128260104	8.88835413563426	9.01462800985091	8.29205635691887	8.29587613715697	8.89781937648736	8.58948240745454	9.3060921260321
